Time,Torque,RPM,Ia,Ib,Ic
5,0,1500,0,-0,0
5.001,-0.000968127971023458,1498.76343998817,0.167932652680558,-0.61421442220091,0.446281769520351
5.002,-0.0154475655414371,1497.5207874008,0.513165701559215,-1.15107809929171,0.637912397732497
5.003,-0.0715626057076399,1496.24675415793,0.958150665333036,-1.57432877112348,0.61617810579044
5.004,-0.209504288143265,1494.88307401349,1.43418290461649,-1.86594710453899,0.431764199922505
5.005,-0.477520437955956,1493.32852902857,1.88410256135925,-2.02272534980829,0.138622788449047
5.006,-0.918730441254266,1491.43686190019,2.26369501738878,-2.05266753589478,-0.211027481493997
5.007,-1.54909861887808,1489.03197927586,2.54204832598218,-1.97157462808708,-0.5704736978951
5.008,-2.33585155082568,1485.94488865372,2.70111227898725,-1.80005964005307,-0.901052638934178
5.009,-3.18879185263306,1482.06586430959,2.73469538086807,-1.56114069449911,-1.17355468636896
5.01,-3.97295622968212,1477.39487109735,2.64711915423441,-1.27845188223474,-1.36866727199967
5.011,-4.54190432468018,1472.06941386033,2.4516932087951,-0.974985877430598,-1.4767073313645
5.012,-4.78109612112193,1466.35459191077,2.16906916852263,-0.672173735228322,-1.4968954332943
5.013,-4.64516221105985,1460.59342729157,1.82541728334485,-0.389077718324348,-1.4363395650205
5.014,-4.17418955342178,1455.13091329023,1.45032093718895,-0.14155741788292,-1.30876351930603
5.015,-3.48185774787577,1450.23605728391,1.07435183446423,0.0585675801940048,-1.13291941465824
5.016,-2.71894929119783,1446.04788581225,0.726448745101097,0.204188503992579,-0.930637249093676
5.017,-2.02504330978108,1442.56324628674,0.431383286012591,0.293201969615617,-0.724585255628207
5.018,-1.48564900932789,1439.6694072321,0.207658253395141,0.328307091802364,-0.535965345197504
5.019,-1.11016357390241,1437.20841482462,0.0661106272932017,0.31633745472497,-0.382448082018172
5.02,-0.838511676969952,1435.04876985423,0.00933177043386063,0.267278684735022,-0.276610455168883
5.021,-0.573711103594964,1433.13753563132,0.0318677777814032,0.193141765792896,-0.225009543574299
5.022,-0.227765473423209,1431.51361818137,0.121094240414284,0.106799056941197,-0.227893297355481
5.023,0.23692099034505,1430.27799892728,0.258667188549329,0.0208214036206056,-0.279488592169934
5.024,0.78677239258622,1429.5334508255,0.422467789998601,-0.053649357272877,-0.368818432725724
5.025,1.3251782694879,1429.31824915998,0.588916390723537,-0.10789588914999,-0.481020501573548
5.026,1.72676377721334,1429.56099402173,0.735430017855673,-0.136331032523525,-0.599098985332148
5.027,1.88504477055305,1430.07593177686,0.842705618373791,-0.13677338073994,-0.705932237633851
5.028,1.75542664072956,1430.60296351791,0.896512899937334,-0.110266475247027,-0.786246424690306
5.029,1.37681790905197,1430.87940671102,0.888801949321096,-0.0605618843469356,-0.82824006497416
5.03,0.862790700818866,1430.71789017261,0.818111550420158,0.00653416026925489,-0.824645710689413
5.031,0.364696723568606,1430.06152480208,0.689397913673931,0.0837946124810094,-0.77319252615494
5.032,0.0201456911931794,1428.99536461385,0.513419368029232,0.163159709971295,-0.676579078000527
5.033,-0.0937675143913877,1427.70942457042,0.305732673401735,0.236363141910775,-0.54209581531251
5.034,0.015203837158199,1426.42683240853,0.085279554383231,0.295679957674745,-0.380959512057976
5.035,0.261559629655561,1425.32378190981,-0.127438875234855,0.334768739706944,-0.20732986447209
5.036,0.517548720202556,1424.47075912764,-0.312477488535391,0.349448637002272,-0.0369711484668807
5.037,0.663420302802221,1423.81617710654,-0.452582963163281,0.338206782441193,0.114376180722087
5.038,0.633470232936297,1423.21744705681,-0.535019898081455,0.302312378359614,0.232707519721841
5.039,0.440612273806695,1422.50668543304,-0.552830780395619,0.245562010908665,0.307268769486954
5.04,0.17026574354635,1421.56526520857,-0.505433090039413,0.173789831047361,0.331643258992052
5.041,-0.0540263398437154,1420.37814357762,-0.398597773820435,0.0942765724692743,0.30432120135116
5.042,-0.119945924972305,1419.04673239506,-0.243898019714664,0.0151048091225183,0.228793210592146
5.043,0.0284135142778114,1417.75514385184,-0.057675880029893,-0.0555731911118302,0.113249071141723
5.044,0.366977115123006,1416.70269748815,0.140468557169417,-0.110380858774539,-0.0300876983948785
5.045,0.798732322557143,1416.02854269491,0.329622293197856,-0.143603002648338,-0.186019290549518
5.046,1.18865138146225,1415.75721142947,0.489769528176103,-0.151930944955176,-0.337838583220927
5.047,1.41331590120869,1415.78596965866,0.603962775877962,-0.134866969039739,-0.469095806838223
5.048,1.40664209879215,1415.91914171455,0.660109750555986,-0.0946891750482986,-0.565420575507688
5.049,1.18449194715855,1415.93695661301,0.652125498716577,-0.0360381797239882,-0.616087318992589
5.05,0.838699313303705,1415.67336195995,0.580377499996152,0.0347014750776521,-0.615078975073804
5.051,0.50252563905821,1415.07363503777,0.451504540427841,0.110060171325278,-0.561564711753119
5.052,0.300569713928168,1414.21011173341,0.277736530972072,0.182121506650024,-0.459858037622096
5.053,0.302275370999652,1413.25029143538,0.0757904135499504,0.243182474487105,-0.318972888037056
5.054,0.496783332715094,1412.38978967731,-0.134645312784161,0.286488744648311,-0.15184343186415
5.055,0.798520352053592,1411.77592622564,-0.332807407746304,0.3070069547218,0.0258004530245043
5.056,1.08109525355082,1411.45104362374,-0.498993453468303,0.302082243775921,0.196911209692382
5.057,1.22643899398182,1411.33690452381,-0.616660666906745,0.271794836217119,0.344865830689626
5.058,1.17053828061693,1411.26584476259,-0.674162428930577,0.218913714970895,0.455248713959682
5.059,0.928426847454582,1411.0466452192,-0.665877728662307,0.148493635779132,0.517384092883175
